,Unnamed: 0,Organization Name,Form of Organization,Registration date,Registration Status,Organization status,Certificate Issuance date,Certificate Expiry date,Certificate Reference No.
1774,594,APLUS DEVELOPMENT AND CONSTRUCTION CORPORATION,Corporation,09-Aug-2018,Platinum,Active,13-Aug-2020,09-Sep-2021,201808849821166442249
1775,595,SHAW AUTOMOTIVE RESOURCES INC.,Corporation,24-Jul-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,201407108985435862855
1776,596,ROPARTS OFFICE SUPPLIES AND EQUIPMENT TRADING,Single Proprietorship,05-Aug-2020,Platinum,Active,10-Aug-2020,10-Aug-2021,2020082228581397046524
1777,597,SAN JOSE SOLID ENTERPRISES,Single Proprietorship,16-Sep-2005,Platinum,Active,10-Aug-2020,20-Aug-2021,2005098309288064269
1778,598,N - PRECISION CONSTRUCTION MATERIALS TESTING CENTER,Single Proprietorship,08-Jun-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,200906270091225214221
1779,599,"CM & SONS FOOD PRODUCTS, INC.",Corporation,11-Jul-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,20160717677610429879
1780,600,HARMONY GENERAL MERCHANDISE,Single Proprietorship,13-Feb-2013,Platinum,Active,12-Aug-2020,12-Aug-2021,201302660551347938693
1781,601,FGBM CONSTRUCTION SERVICES,Single Proprietorship,06-Aug-2020,Platinum,Active,12-Aug-2020,12-Aug-2021,2020082231301129914895
1782,602,DINADIAWAN AGRI RESORT & DEVELOPMENT CORPORATION,Corporation,04-Sep-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,2014091131501065364781
1783,603,SEMREH CONSTRUCTION AND ENG'G. SERVICES,Single Proprietorship,05-Dec-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,201212629671133868238
1784,604,NICKSON ENGINEERING SERVICES,Single Proprietorship,05-Aug-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,202008222871323726241
1785,605,CHEF INK TRADING,Single Proprietorship,12-Oct-2016,Platinum,Active,12-Aug-2020,20-Aug-2021,2016101886811677428166
1786,606,RAD'S ENTERPRISES,Single Proprietorship,11-Aug-2014,Platinum,Active,12-Aug-2020,13-Aug-2021,20140811061211864579
1787,607,ECOSENSE TECHNOLOGIES,Single Proprietorship,14-Dec-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,201812628131082545813
1788,608,"GALLMAN EMPIRE BUILDERS, INC.",Corporation,09-Feb-2018,Platinum,Active,12-Aug-2020,12-Aug-2021,2018021156531266574697
1789,609,ARDC CONSTRUCTION & SUPPLIES,Single Proprietorship,08-Feb-2006,Platinum,Active,12-Aug-2020,12-Aug-2021,2006029389507819830
1790,610,ALMERIA INTERNATIONAL CONSTRUCTION CORPORATION,Corporation,13-Mar-2018,Platinum,Active,12-Aug-2020,12-Aug-2021,201803110016956420764
1791,611,VILMA ROLDAN RTW STORE,Single Proprietorship,20-Aug-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,2014081117311123854670
1792,612,RC GENERAL MERCHANDISE,Single Proprietorship,08-Apr-2015,Platinum,Active,12-Aug-2020,12-Aug-2021,201504132364613052268
1793,613,CANDIA ENTERPRISES,Single Proprietorship,28-Aug-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,20140811228139420836
1794,614,DKF CONSUMER GOODS TRADING,Single Proprietorship,14-Jul-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,2020072209651691126035
1795,615,PRIORITY SECURITY AGENCY INC.,Corporation,17-May-2005,Platinum,Active,12-Aug-2020,12-Aug-2021,2005057358257576334
1796,616,ACTION LABS IT SERVICES PHILS. CORP.,Corporation,03-Jan-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,20120146344359343022
1797,617,"CRIMSON HEART TALAKUDONG CONSTRUCTION AND SUPPLY, INC.",Corporation,18-Apr-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,2016041686501917669611
1798,618,MACALELON BUILDERS AND GENERAL MERCHANDISE,Single Proprietorship,16-Oct-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,2014101173611288128586
1799,619,NSPIRE INC.,Corporation,18-Mar-2015,Platinum,Active,12-Aug-2020,12-Aug-2021,2015031304921818738286
1800,620,RSINFINITY ENTERPRISE,Single Proprietorship,19-Oct-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201610189108402453078
1801,621,GOLDEN CIRCLE ENTERPRISES,Single Proprietorship,15-Jun-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,201206544261719486442
1802,622,AA PADUA DESIGN TRADING AND CONSTRUCTION,Single Proprietorship,28-May-2019,Platinum,Active,12-Aug-2020,15-Aug-2021,20190540796466743745
1803,623,RGB ENTERPRISES AND AGRI-VET SUPPLY,Single Proprietorship,13-Feb-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,2014029355418677408
1804,624,MIDAS MBVC TRADING,Single Proprietorship,27-Apr-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,20180410198746205188
1805,625,RND CONSTRUCTION,Single Proprietorship,01-Mar-2005,Platinum,Active,13-Aug-2020,13-Aug-2021,20050367011346672890
1806,626,E.T.T. WHITE HOUSE LUMBER & HARDWARE,Single Proprietorship,07-Feb-2013,Platinum,Active,13-Aug-2020,13-Aug-2021,20130265592768306872
1807,627,MDEC CORPORATION,Corporation,02-Apr-2004,Platinum,Active,12-Aug-2020,12-Aug-2021,200404152471092035816
1808,628,RJ DEEN ENTERPRISES,Single Proprietorship,28-Jul-2016,Platinum,Active,12-Aug-2020,02-Sep-2021,2016071789652106498624
1809,629,ELEVATE.PH CORPORATION,Corporation,27-Jul-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,20200722202041722646
1810,630,CYCORE TECHNOLOGY SOLUTIONS CO. INC.,Corporation,31-Jul-2008,Platinum,Active,14-Aug-2020,14-Aug-2021,20080721765716156604
1811,631,QUADCUBE TECHNOLOGIES INC.,Corporation,29-Dec-2016,Platinum,Active,14-Aug-2020,02-Oct-2021,2016121878932134619434
1812,632,ERT INDUSTRIAL TRADING CORPORATION,Corporation,24-Jun-2011,Platinum,Active,13-Aug-2020,15-Aug-2021,201106419541071456062
1813,633,ESPAÑOLA HARDWARE & CONSTRUCTION SUPPLY,Single Proprietorship,11-Aug-2014,Platinum,Active,13-Aug-2020,16-Aug-2021,201408110616646584208
1814,634,JUST-IN-ONE MARKETING,Single Proprietorship,09-Jul-2007,Platinum,Active,13-Aug-2020,02-Sep-2021,20070714985162804339
1815,635,MLVB ENTERPRISE,Single Proprietorship,25-Feb-2014,Platinum,Active,14-Aug-2020,14-Aug-2021,20140294940965265142
1816,636,DLR POWERTECH ENTERPRISES,Single Proprietorship,03-Dec-2015,Platinum,Active,12-Aug-2020,19-Aug-2021,2015121557881214546210
1817,637,MAC PHARMA AND MEDICAL SUPPLIES,Single Proprietorship,28-Sep-2010,Platinum,Active,12-Aug-2020,12-Aug-2021,2010093605135292227
1818,638,TCO SECURITY AGENCY,Single Proprietorship,12-Sep-2005,Platinum,Active,14-Aug-2020,14-Aug-2021,20050982692076125496
1819,639,"SANITARY CARE PRODUCTS ASIA, INC.",Corporation,18-Mar-2002,Platinum,Active,13-Aug-2020,13-Aug-2021,2002035681571074714
1820,640,REGIMED PHARMACEUTICAL DISTRIBUTOR,Single Proprietorship,24-Aug-2005,Platinum,Active,14-Aug-2020,14-Aug-2021,2005088109224048077
1821,641,SKL MAINTENANCE SYSTEMS CORPORATION,Corporation,09-Nov-2001,Platinum,Active,13-Aug-2020,09-Sep-2021,2001116525890050089
1822,642,EDITHA R. MABALOT TRADING,Single Proprietorship,26-Mar-2008,Platinum,Active,13-Aug-2020,13-Aug-2021,200803196551158712859
1823,643,JARTAN MARKETING,Single Proprietorship,11-May-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201605170808729197785
1824,644,M.R. SANTIAGO CONSTRUCTION,Single Proprietorship,30-Mar-2006,Platinum,Active,14-Aug-2020,14-Aug-2021,20060398741774424553
1825,645,ALPHA-TECH TRADING,Single Proprietorship,27-Feb-2015,Platinum,Active,14-Aug-2020,19-Aug-2021,201502128144834921905
1826,646,RUBEN TINIO RABANES VEGETABLE SUPPLY,Single Proprietorship,25-Nov-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,2016111920751178562214
1827,647,"MEGA POWER CONSTRUCTION & COMMUNICATIONS, INC.",Corporation,03-Apr-2008,Platinum,Active,12-Aug-2020,12-Aug-2021,200804798481931607081
1828,648,"INFECTIOUS DISEASE DIAGNOSTIC LABORATORY, INC.",Corporation,18-Aug-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,2015081454741439062588
1829,649,"MAYNILAD TOURS & EDUCATIONAL SERVICES, INC.",Corporation,14-Nov-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,2014111198771395218006
1830,650,BAUG CARP BENEFICIARIES MULTI PURPOSE COOPERATIVE,Cooperative,25-Oct-2012,Platinum,Active,12-Aug-2020,12-Aug-2021,20121061164479223120
1831,651,MARAKESH CONSTRUCTION AND SUPPLY CORPORATION,Corporation,02-Mar-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,2020032129101084432536
1832,652,647 CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,04-Feb-2019,Platinum,Active,14-Aug-2020,14-Aug-2021,201902569361370569191
1833,653,VNCC ENTERPRISES,Single Proprietorship,30-May-2016,Platinum,Active,12-Aug-2020,12-Aug-2021,2016051724311979178333
1834,654,CHINA SIX ELEVEN INT'L. SALES,Single Proprietorship,13-Nov-2008,Platinum,Active,13-Aug-2020,13-Aug-2021,20081123446197486162
1835,655,GREATER GOOD ENGINEERING CONSTRUCTION & SUPPLY,Single Proprietorship,26-Mar-2009,Platinum,Active,12-Aug-2020,12-Aug-2021,200903257241543687638
1836,656,BAYTORR CONSTRUCTION AND DEVELOPMENT CORPORATION,Corporation,08-Jul-2019,Platinum,Active,10-Aug-2020,10-Aug-2021,20190734157387471218
1837,657,ARCASON BUILDERS & CONSTRUCTION SUPPLY,Single Proprietorship,24-May-2018,Platinum,Active,10-Aug-2020,10-Aug-2021,20180598233494402632
1838,658,XERSES ENTERPRISES,Single Proprietorship,19-Mar-2009,Platinum,Active,12-Aug-2020,15-Aug-2021,20090325578767548343
1839,659,EASTERN IDEAL MARKETING,Single Proprietorship,10-Sep-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,2014091137412009615356
1840,660,JEROPIM PUBLISHING HOUSE AND CHRISTIAN BOOKSTORE,Single Proprietorship,29-Sep-2014,Platinum,Active,14-Aug-2020,14-Aug-2021,2014091154161813152712
1841,661,MERCADO CATERING SERVICES,Single Proprietorship,17-Jul-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,2020072213481020912361
1842,662,RCSV PETRON STATION,Single Proprietorship,07-Jul-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,201507140982667239960
1843,663,SCP CONSTRUCTION,Single Proprietorship,07-Jun-2007,Platinum,Active,13-Aug-2020,13-Aug-2021,20070614135169604490
1844,664,ADRIANNAH ENTERPRISE,Single Proprietorship,20-Mar-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,2018031087042088150200
1845,665,V.O. CHUPUICO CONSTRUCTION,Single Proprietorship,20-Feb-2007,Platinum,Active,13-Aug-2020,13-Aug-2021,200702127491779079464
1846,666,"MV RAM TRADING COMPANY, INC.",Corporation,14-Feb-2007,Platinum,Active,14-Aug-2020,23-Sep-2021,200702126502068763257
1847,667,3K.P MANPOWER AGENCY,Single Proprietorship,05-May-2019,Platinum,Active,13-Aug-2020,16-Aug-2021,201905439951815901204
1848,668,CONSLINE ENTERPRISES,Single Proprietorship,18-Mar-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,201403971991325327175
1849,669,M.V. CALDO CONSTRUCTION AND SUPPLY CORPORATION (FORMERLYM.V. CALDO ENG'G CONST. AND SUPPLIES),Corporation,13-Jul-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,2018079016497932820
1850,670,N-GINES TECHNOLOGY INC.,Corporation,31-Aug-2017,Platinum,Active,14-Aug-2020,14-Aug-2021,201708142754766059054
1851,671,LBL TRAFFIC CONTROL SERVICES & GENERAL MERCHANDISE,Single Proprietorship,19-Jun-2006,Platinum,Active,13-Aug-2020,15-Aug-2021,20060610386152385379
1852,672,KELSEY'S TRADING,Single Proprietorship,11-Jun-2014,Platinum,Active,12-Aug-2020,12-Aug-2021,2014061047151674438553
1853,673,MEDEXHEALTH CORP.,Corporation,23-Jul-2015,Platinum,Active,14-Aug-2020,14-Aug-2021,2015071429951923064625
1854,674,CABRAL-BICOLANDIA SUPERMART,Single Proprietorship,11-Mar-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,20150312976033022750
1855,675,SYSTEM TECHNIK MACHINERIES AND PRODUCTS CORPORATION,Corporation,04-Jul-2017,Platinum,Active,13-Aug-2020,27-Aug-2021,2017071535501917514272
1856,676,"PRIME SALES, INC.",Corporation,21-Aug-2002,Platinum,Active,13-Aug-2020,13-Aug-2021,2002089611270648967
1857,677,ROLIN BROADCASTING ENTERPRISES,Corporation,12-Aug-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,2014081543631022157166
1858,678,"JEGABYTES COMPUTER CENTER, INC.",Corporation,08-Dec-2017,Platinum,Active,13-Aug-2020,13-Aug-2021,201712124406134606886
1859,679,P AND P MEDICAL SUPPLIES AND GENERAL MERCHANDISE,Single Proprietorship,08-Aug-2017,Platinum,Active,12-Aug-2020,12-Aug-2021,2017081468101380099894
1860,680,REYES TACANDONG & CO.,Partnership,01-Feb-2013,Platinum,Active,13-Aug-2020,13-Aug-2021,2013021576451165576495
1861,681,VALLEY CONSTRUCTION AND AGGREGATES,Single Proprietorship,13-Jun-2007,Platinum,Active,13-Aug-2020,03-Oct-2021,200706142152006008927
1862,682,BLUE JEEMS GENERAL MERCHANDISE,Single Proprietorship,07-Sep-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201609184311715968562
1863,683,VAL ENGINEERING AND CONSTRUCTION,Single Proprietorship,16-Nov-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,201811671652103149737
1864,684,ROMSON CONSTRUCTION AND SUPPLIES,Single Proprietorship,23-Jul-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,201907312852135661212
1865,685,LOC CONSTRUCTION AND SUPPLY,Single Proprietorship,08-Feb-2011,Platinum,Active,13-Aug-2020,03-Oct-2021,201102383971063345927
1866,686,TWIN'S RESTO,Single Proprietorship,07-Aug-2014,Platinum,Active,13-Aug-2020,13-Aug-2021,2014081103431146736482
1867,687,DYARYONG PILIPINO LUZON TIMES,Single Proprietorship,26-Aug-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201608183073292787195
1868,688,ELGRAM TRADING AND CONSTRUCTION,Single Proprietorship,28-Apr-2004,Platinum,Active,13-Aug-2020,13-Aug-2021,20040438681925417783
1869,689,DUMAGUETE ZENITH COMMERCIAL,Single Proprietorship,30-Sep-2014,Platinum,Active,13-Aug-2020,23-Aug-2021,2014091154652122852243
1870,690,4A INDUSTRIAL SERVICES AND SUPPLY,Single Proprietorship,09-Oct-2019,Platinum,Active,12-Aug-2020,12-Aug-2021,201910165101126697727
1871,691,JHAD BUILDERS AND HARDWARE,Single Proprietorship,18-Dec-2014,Platinum,Active,13-Aug-2020,23-Aug-2021,2014121228481284225245
1872,692,LBL TRAFFIC CONTROL AND CONSTRUCTION SERVICES,Single Proprietorship,20-Mar-2014,Platinum,Active,13-Aug-2020,09-Sep-2021,20140397269312375004
1873,693,ERRA CONSTRUCTION,Single Proprietorship,02-May-2016,Platinum,Active,13-Aug-2020,19-Aug-2021,2016051701311387035724
1874,694,SORIANO SURVEYING OFFICE AND SERVICES,Single Proprietorship,17-Dec-2012,Platinum,Active,14-Aug-2020,14-Aug-2021,20121263291873887475
1875,695,MJS CONSTRUCTION AND SUPPLY,Single Proprietorship,02-Aug-2018,Platinum,Active,13-Aug-2020,10-Sep-2021,20180885967419904737
1876,696,FRANZZ GAS STATION,Single Proprietorship,14-Jan-2020,Platinum,Active,14-Aug-2020,14-Aug-2021,20200128732125478210
1877,697,NIELSEN T.J ENTERPRISES CORP.,Corporation,18-Jan-2013,Platinum,Active,13-Aug-2020,13-Aug-2021,201301643201571473984
1878,698,C.A.B. CONSTRUCTION & SUPPLY,Single Proprietorship,05-Jul-2007,Platinum,Active,13-Aug-2020,13-Aug-2021,20070714925809645414
1879,699,MEGA STAR PRINTERS ENTERPRISES & SERVICES,Single Proprietorship,22-Jan-2003,Platinum,Active,13-Aug-2020,13-Aug-2021,2003011359887873500
1880,700,RAFUL ENTERPRISES,Single Proprietorship,19-Apr-2004,Platinum,Active,13-Aug-2020,13-Aug-2021,20040437831975527304
1881,701,RAIK CONSTRUCTION AND SUPPLY,Single Proprietorship,27-Feb-2014,Platinum,Active,13-Aug-2020,13-Sep-2021,20140295200513406640
1882,702,AGEIRON TRADING,Single Proprietorship,16-Nov-2009,Platinum,Active,14-Aug-2020,14-Aug-2021,200911296361305756804
1883,703,DELA CALZADA ENTERPRISES,Single Proprietorship,24-Aug-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,20090828258142202211
1884,704,ACF CONSTRUCTION AND SUPPLY,Single Proprietorship,25-May-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,20180597941954609097
1885,705,R.N.H. BENTULAN CONSTRUCTION,Single Proprietorship,25-May-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,200905267261962438142
1886,706,CASA FERNANDO BUILDERS AND DEVELOPER INC.,Corporation,06-Aug-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,202008223083604399755
1887,707,GULF MED ENTERPRISES,Single Proprietorship,24-Aug-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,200908282592131122660
1888,708,EDRAE PRINTING AND GENERAL MERCHANDISE,Single Proprietorship,05-Jun-2017,Platinum,Active,13-Aug-2020,13-Aug-2021,2017061592311434252210
1889,709,BV THREE TWO FOUR PRINTING AND TRADING,Single Proprietorship,21-Apr-2016,Platinum,Active,14-Aug-2020,14-Aug-2021,2016041692191779545489
1890,710,JIM-JIM TRADING,Single Proprietorship,06-Jul-2016,Platinum,Active,12-Aug-2020,15-Aug-2021,2016071762351814035053
1891,711,ZION CONSTRUCTION SUPPLIES AND GENERAL MERCHANDISE,Single Proprietorship,30-Jun-2016,Platinum,Active,12-Aug-2020,15-Aug-2021,2016061757391784373240
1892,712,KIM CROWN SUPPLY ENTERPRISE,Single Proprietorship,25-Jan-2013,Platinum,Active,13-Aug-2020,13-Aug-2021,20130164756383874831
1893,713,ALNIDA PRINTING AND TRADING,Single Proprietorship,03-Aug-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,2020082225091675774214
1894,714,OPULENTISIMA ROYAL FARM,Single Proprietorship,23-May-2013,Platinum,Active,12-Aug-2020,12-Aug-2021,201305724411695469223
1895,715,SYBICO PETRON STATION,Single Proprietorship,06-Aug-2014,Platinum,Active,12-Aug-2020,13-Aug-2021,2014081100791956749946
1896,716,MITHRIL TRADING,Single Proprietorship,06-Nov-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,200911294341911980530
1897,717,ABELARDE BUILDERS AND SUPPLY,Single Proprietorship,01-Jun-2017,Platinum,Active,14-Aug-2020,14-Aug-2021,2017061598011448736066
1898,718,JRV CONSTRUCTION AND SUPPLY,Single Proprietorship,02-Aug-2019,Platinum,Active,13-Aug-2020,15-Aug-2021,201908299601493593324
1899,719,AFEW CONSTRUCTION,Single Proprietorship,06-Aug-2020,Platinum,Active,13-Aug-2020,13-Aug-2021,2020082231521710409215
1900,720,ANCHORS GEOTECHNICAL CONSULTING SERVICE,Single Proprietorship,08-Nov-2018,Platinum,Active,14-Aug-2020,14-Aug-2021,201811690901458667697
1901,721,KYOKUTO KAIHATSU ENTERPRISE,Single Proprietorship,13-Jan-2015,Platinum,Active,14-Aug-2020,15-Aug-2021,2015011238601945564988
1902,722,GG'S HARDWARE,Single Proprietorship,15-Nov-2016,Platinum,Active,13-Aug-2020,13-Aug-2021,201611192646785049220
1903,723,"RIRAO CONSTRUCTION SUPPLIES, LUMBER, AGRI-SUPPLIES & GENERALMERCHANDISE",Single Proprietorship,05-Jun-2017,Platinum,Active,14-Aug-2020,14-Aug-2021,2017061590052047528421
1904,724,COTABATO INTEGRATED SEED PRODUCERS MARKETING COOPERATIVE,Cooperative,15-Sep-2011,Platinum,Active,13-Aug-2020,30-Aug-2021,201109439961161163625
1905,725,"HEALTHCARE PHARMA, CO.",Partnership,06-Jul-2015,Platinum,Active,13-Aug-2020,30-Aug-2021,201507140948968398894
1906,726,BIOWELL MEDICAL ENTERPRISE,Single Proprietorship,23-Nov-2005,Platinum,Active,13-Aug-2020,14-Aug-2021,2005118842493169992
1907,727,VILLA ESTELA FINE INN,Single Proprietorship,12-May-2015,Platinum,Active,14-Aug-2020,14-Aug-2021,2015051355991032133224
1908,728,D' LUCKY 9 SECURITY AGENCY CORPORATION,Corporation,16-Apr-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,201904458981637917306
1909,729,MELOSA D. BATITIS CATERING & GENERAL MERCHANDISE,Single Proprietorship,19-Jan-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,20090124156369301706
1910,730,CRO-MAGNON CORPORATION,Corporation,21-Apr-2004,Platinum,Active,14-Aug-2020,14-Aug-2021,2004043816667989592
1911,731,MERLE BUILDERS AND CONSTRUCTION SUPPLY,Single Proprietorship,02-Aug-2019,Platinum,Active,14-Aug-2020,20-Aug-2021,201908299231619949967
1912,732,LET'S DO ENTERPRISE,Single Proprietorship,29-May-2018,Platinum,Active,14-Aug-2020,14-Aug-2021,201805976391694770353
1913,733,NKC MARKETING,Single Proprietorship,22-May-2009,Platinum,Active,13-Aug-2020,13-Aug-2021,2009052671297468686
1914,734,OJN CONSTRUCTION AND SUPPLY,Single Proprietorship,17-Sep-2012,Platinum,Active,13-Aug-2020,28-Aug-2021,20120959080179437383
1915,735,ISC ENGINEERING SERVICES,Single Proprietorship,20-Sep-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,20120959208974448688
1916,736,JODE CONSTRUCTION & ENTERPRISES,Single Proprietorship,03-Sep-2008,Platinum,Active,12-Aug-2020,22-Aug-2021,200809222421752849067
1917,737,BPJ CONSTRUCTION AND SUPPLY,Single Proprietorship,07-Oct-2009,Platinum,Active,13-Aug-2020,15-Aug-2021,200910289101610312930
1918,738,KJRS CONSTRUCTION ENTERPRISES,Single Proprietorship,11-Apr-2011,Platinum,Active,13-Aug-2020,13-Aug-2021,201104403651249961619
1919,739,CTA LIQUID ANALYSIS RESOURCES,Single Proprietorship,23-Dec-2019,Platinum,Active,13-Aug-2020,13-Aug-2021,20191245021521239515
1920,740,DSM ENTERPRISES,Single Proprietorship,27-Aug-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,2015081465041205721996
1921,741,ZAFINA MARKETING,Single Proprietorship,21-Oct-2015,Platinum,Active,13-Aug-2020,13-Aug-2021,2015101521431299185908
1922,742,AZULREM CONSTRUCTION & ENGINEERING SERVICES,Single Proprietorship,27-Apr-2004,Platinum,Active,14-Aug-2020,24-Aug-2021,20040438612117478545
1923,743,E.M. RIVERA CATERING SERVICES,Single Proprietorship,08-Jul-2005,Platinum,Active,14-Aug-2020,14-Aug-2021,200507777182516641
1924,744,LAYMARK MARKETING OPC,Corporation,13-Jul-2020,Platinum,Active,14-Aug-2020,14-Aug-2021,2020072207731203360552
1925,745,6-26-72 AUTO SPARE PARTS & WORKSHOP,Single Proprietorship,22-Jul-2014,Platinum,Active,14-Aug-2020,14-Aug-2021,2014071086541734535599
1926,746,WELLISA FARMS CORPORATION,Corporation,22-Feb-2017,Platinum,Active,14-Aug-2020,14-Aug-2021,2017021779251017385512
1927,747,SUBIC BAY TRAVELERS HOTEL AND EVENT CENTER,Corporation,14-May-2012,Platinum,Active,13-Aug-2020,13-Aug-2021,201205528581622750509
1928,748,LIGHTHOUSE COOPERATIVE,Cooperative,16-Jul-2003,Platinum,Active,13-Aug-2020,13-Aug-2021,200307245121059607725
1929,749,LOOK RIGHT ENTERPRISES,Single Proprietorship,26-Aug-2008,Platinum,Active,14-Aug-2020,14-Aug-2021,20080822093484445963
1930,750,GOLDFIN CONSTRUCTION & DEVELOPMENT CORPORATION,Corporation,16-Apr-2018,Platinum,Active,13-Aug-2020,13-Aug-2021,2018041045571427416264
