Procuring Entity name,Edited Start Date,Amount Awarded
LOCAL GOVERNMENT UNIT OF ATIMONAN,2020-05-05,45505.0
MUNICIPALITY OF MARCOS ILOCOS NORTE,2020-04-27,45500.0
Municipality of Tanay,2020-04-28,45500.0
Municipality of Tanay,2020-04-15,45500.0
MANILA INTERNATIONAL AIRPORT AUTHORITY,2020-04-03,45435.0
LGU-Sinait,2020-04-21,45432.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,45400.0
Municipality of Tanay,2020-05-25,45400.0
Municipality of Bantayan,2020-05-08,45390.0
Department of Labor and Employment Regional Office No. VIII,2020-06-02,45304.0
Authority of the Freeport Area of Bataan,2020-06-10,45210.0
Authority of the Freeport Area of Bataan,2020-06-10,45210.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-06-03,45204.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,45180.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,45115.0
MUNICIPALITY OF CARAGA,2020-05-22,45110.0
Provincial Government of Apayao,2020-04-21,45100.0
Municipality of San Juan,2020-06-03,45070.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-27,45000.0
Mariano Marcos State University,2020-05-06,45000.0
AMANG RODRIGUEZ MEMORIAL MEDICAL CENTER,2020-05-26,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-13,45000.0
Municipal Government of Tulunan,2020-05-11,45000.0
Municipality of Alimodian,2020-07-03,45000.0
Department of Health - Center for Health Development I,2020-06-25,45000.0
Local Government Unit of the Island Garden City of Samal,2020-03-26,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-31,45000.0
BATANGAS MEDICAL CENTER,2020-07-07,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-15,45000.0
DEPARTMENT OF AGRICULTURE - REGIONAL FIELD OFFICE 7,2020-06-09,45000.0
Jose B. Lingad Memorial General Hospital,2020-04-07,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-09,45000.0
DEPARTMENT OF SOCIAL WELFARE AND DEVELOPMENT FIELD OFFICE VII,2020-05-27,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-05,45000.0
Barangay San Miguel B,2020-03-22,45000.0
LGU- CLAVER,2020-05-20,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,45000.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-29,45000.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-29,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-26,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-10,45000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,45000.0
Municipality of Kalawit,2020-06-08,44980.0
Municipality of Padre Burgos Quezon,2020-06-17,44960.0
LGU Perez Quezon,2020-03-17,44945.0
Municipal Government of Quezon,2020-06-23,44944.5
Municipal Government of Quezon,2020-06-23,44943.1
Department of Labor and Employment Regional Office No. VIII,2020-06-18,44875.0
Philippine Science High School Southern Mindanao Campus,2020-04-01,44850.0
Department of Labor and Employment Regional Office No. VIII,2020-06-08,44850.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,44680.0
Land Transportation Office - Central Office,2020-05-12,44500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,44464.0
Municipality of Alimodian,2020-06-16,44400.0
Department of Labor and Employment Regional Office No. VIII,2020-05-14,44364.45
Department of Labor and Employment Regional Office No. VIII,2020-07-16,44349.0
Municipality of Alimodian,2020-06-02,44250.0
Department of Labor and Employment Regional Office No. VIII,2020-04-22,44250.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,44225.0
Department of Labor and Employment Regional Office No. VIII,2020-04-07,44203.42
Local Government Unit - Baao,2020-06-15,44160.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,44160.0
Municipality of Janiuay,2020-06-08,44124.0
Department of Labor and Employment Regional Office No. VIII,2020-04-18,44120.0
Rizal Provincial Government,2020-06-08,44100.0
Department of Labor and Employment Regional Office No. VIII,2020-04-20,44094.8
Philippine Science High School- Caraga Region Campus,2020-04-03,44061.05
Department of Labor and Employment Regional Office No. VIII,2020-06-22,44050.0
LGU-Pinamalayan,2020-05-06,44022.0
Department of Labor and Employment Regional Office No. VIII,2020-04-29,44020.0
Province of Antique,2020-05-28,44000.0
Municipality of Sibonga,2020-05-06,44000.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-15,44000.0
LOCAL GOVERNMENT OF SAN LUIS,2020-07-01,44000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-19,44000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-23,44000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,44000.0
BARANGAY BUCAL 4B,2020-04-01,44000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,44000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-21,43990.0
Department of Labor and Employment Regional Office No. VIII,2020-06-01,43932.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,43915.0
Local Government Unit of the Island Garden City of Samal,2020-05-15,43900.0
MUNICIPALITY OF HERMOSA,2020-04-24,43890.0
Department of Labor and Employment Regional Office No. VIII,2020-06-02,43800.0
Municipality of Santa Catalina,2020-04-02,43776.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,43757.0
Barangay Pinagsanhan B,2020-03-22,43750.0
BARANGAY BUCAL 2,2020-03-18,43750.0
National Development Company,2020-02-03,43710.0
Department of Labor and Employment Regional Office No. VIII,2020-04-25,43645.0
LGU Binangonan,2020-04-24,43632.0
Local Government Unit - Municipality of San Nicolas,2020-05-12,43560.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,43500.0
Jose B. Lingad Memorial General Hospital,2020-06-01,43500.0
CENTER FOR HEALTH DEVELOPMENT - REGION VI,2020-07-16,43500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,43350.0
MUNICIPALITY OF MOLAVE,2020-04-02,43218.8
Department of Labor and Employment Regional Office No. VIII,2020-04-16,43200.0
Department of Labor and Employment Regional Office No. VIII,2020-05-07,43200.0
Department of Labor and Employment Regional Office No. VIII,2020-06-09,43180.0
Municipality of Bantayan,2020-04-27,43032.0
Local Government Unit of Oton,2020-05-26,43005.0
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-14,43000.0
LOCAL GOVERNMENT UNIT-DEL GALLEGO,2020-04-08,43000.0
CIVIL SERVICE COMMISSION REGIONAL OFFICE VI,2020-04-30,43000.0
Municipal Government of Tulunan,2020-05-04,43000.0
Department of Trade and Industry - Main,2020-03-13,43000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-27,43000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-17,43000.0
Benguet Provincial Government,2020-06-19,42960.0
Department of Labor and Employment Regional Office No. VIII,2020-04-30,42900.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,42900.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,42900.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,42900.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,42896.5
City Government of Baguio,2020-05-14,42810.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,42800.0
Department of Labor and Employment Regional Office No. VIII,2020-06-23,42770.0
Department of Labor and Employment Regional Office No. VIII,2020-03-31,42764.0
Bicol Medical Center,2020-05-07,42750.0
Department of Labor and Employment Regional Office No. VIII,2020-07-09,42750.0
Department of Labor and Employment Regional Office No. VIII,2020-07-10,42750.0
Municipal Government of San Vicente,2020-05-29,42741.0
Department of Labor and Employment Regional Office No. VIII,2020-04-16,42637.92
Department of Labor and Employment Regional Office No. VIII,2020-04-08,42600.0
MUNICIPALITY OF MOLAVE,2020-06-01,42500.0
CITY GOVERNMENT OF KORONADAL,2020-05-26,42500.0
Department of Labor and Employment Regional Office No. VIII,2020-04-08,42500.0
Local Government Unit of Cabanatuan City,2020-04-29,42477.5
Municipal Government of Quezon,2020-06-23,42411.05
Research Institute for Tropical Medicine (RITM-DOH),2020-05-27,42350.0
Department of Labor and Employment Regional Office No. VIII,2020-02-26,42280.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,42252.0
BARANGAY BUCAL 4B,2020-04-01,42240.0
Local Government Unit - Santa Rosa,2020-03-18,42200.0
Local Government Unit - Baao,2020-03-30,42180.0
Department of Labor and Employment Regional Office No. VIII,2020-05-04,42174.91
Philippine Science High School - Central Mindanao Campus,2020-03-10,42091.0
Department of Trade and Industry - Main,2020-06-23,42005.6
LOCAL GOVERNMENT OF MARIA AURORA,2020-05-07,42000.0
MUNICIPALITY OF NABUNTURAN,2020-05-12,42000.0
Authority of the Freeport Area of Bataan,2020-04-21,42000.0
LGU - Bokod,2020-05-29,42000.0
GOVERNOR CELESTINO GALLARES MEMORIAL HOSPITAL,2020-05-05,42000.0
Authority of the Freeport Area of Bataan,2020-04-17,42000.0
MUNICIPALITY OF PANGLAO,2020-05-26,42000.0
MUNICIPALITY OF PANGLAO,2020-05-09,42000.0
CENTRAL LUZON STATE UNIVERSITY,2020-04-17,42000.0
CITY GOVERNMENT OF KORONADAL,2020-04-15,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,42000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-16,41914.0
Department of Labor and Employment Regional Office No. VIII,2020-05-11,41912.0
Department of Labor and Employment Regional Office No. VIII,2020-05-12,41850.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,41850.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,41850.0
Department of Labor and Employment Regional Office No. VIII,2020-06-17,41834.0
Municipal Government of Moncada,2020-05-19,41784.82
Department of Labor and Employment Regional Office No. VIII,2020-04-16,41770.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,41700.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,41646.15
Department of Labor and Employment Regional Office No. VIII,2020-05-16,41600.0
LGU Perez Quezon,2020-04-28,41561.4
Research Institute for Tropical Medicine (RITM-DOH),2020-06-26,41544.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,41534.0
MUNICIPALITY OF BINMALEY,2020-05-23,41500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-26,41406.0
Department of Labor and Employment Regional Office No. VIII,2020-04-23,41380.0
Authority of the Freeport Area of Bataan,2020-03-23,41368.5
Authority of the Freeport Area of Bataan,2020-03-24,41368.5
LGU-VALDERRAMA,2020-05-01,41340.0
Department of Labor and Employment Regional Office No. VIII,2020-07-24,41300.0
Municipal Government of Moncada,2020-03-18,41282.5
Benguet Provincial Government,2020-06-19,41278.0
Research Institute for Tropical Medicine (RITM-DOH),2020-05-21,41250.0
Department of Labor and Employment Regional Office No. VIII,2020-07-01,41150.0
University of the Philippines Los Baños,2020-05-05,41150.0
DEPARTMENT OF AGRARIAN REFORM REGIONAL OFFICE V,2020-05-21,41060.0
LGU-Bayambang,2020-06-04,41015.0
Jose B. Lingad Memorial General Hospital,2020-04-07,41000.0
MUNICIPALITY OF NABUNTURAN,2020-05-20,40980.0
Department of Labor and Employment Regional Office No. VIII,2020-06-15,40945.0
DEPARTMENT OF AGRARIAN REFORM - CATANDUANES,2020-06-11,40752.4
BARANGAY BUCAL 4A,2020-04-01,40700.0
Barangay GaritaA,2020-03-20,40600.0
Department of Trade and Industry - Main,2020-05-17,40560.0
Department of Labor and Employment Regional Office No. VIII,2020-03-25,40550.0
Civil Service Commission Regional Office No. III,2020-05-08,40500.0
CENTRAL LUZON STATE UNIVERSITY,2020-06-01,40500.0
Department of Labor and Employment Regional Office No. VIII,2020-06-19,40500.0
Municipality of Batad Iloilo,2020-06-11,40417.0
Department of Labor and Employment Regional Office No. VIII,2020-04-21,40400.0
National Irrigation Administration - Central Office,2020-05-22,40350.0
Department of Labor and Employment Regional Office No. VIII,2020-06-22,40350.0
BAC-SEC SARANGANI,2020-05-15,40317.0
DEPARTMENT OF AGRARIAN REFORM,2020-05-19,40258.0
LGU-Bayambang,2020-04-27,40229.48
Research Institute for Tropical Medicine (RITM-DOH),2020-07-07,40200.0
Department of Labor and Employment Regional Office No. VIII,2020-03-25,40160.0
Municipal Government of Carmona,2020-04-27,40150.0
Municipal Government of Quezon,2020-06-24,40001.5
MUNICIPALITY OF NABUNTURAN,2020-05-06,40000.0
Municipal Government of Carmona,2020-05-07,40000.0
MUNICIPALITY OF NABUNTURAN,2020-05-06,40000.0
LGU-Labo,2020-06-22,40000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-15,40000.0
Department of Health - Center for Health Development I,2020-04-15,40000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-05-11,40000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-05-22,40000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-01,40000.0
John Hay Management Corporation,2020-06-17,40000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-03,40000.0
CITY GOVERNMENT OF KORONADAL,2020-03-18,40000.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,40000.0
Municipal Government of San Vicente,2020-05-11,40000.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-29,40000.0
PROVINCIAL GOVERNMENT OF AURORA,2020-04-29,40000.0
ILOCOS TRAINING AND REGIONAL AND MEDICAL CENTER,2020-07-01,40000.0
Department of Labor and Employment Regional Office No. VIII,2020-03-30,40000.0
Barangay Pinagsanhan A,2020-03-21,40000.0
Government Service Insurance System,2020-07-24,40000.0
Department of Labor and Employment Regional Office No. VIII,2020-06-11,39999.97
Municipality of Sibonga,2020-03-30,39992.0
Municipal Government of Quezon,2020-06-24,39989.6
Department of Labor and Employment Regional Office No. VIII,2020-04-03,39966.0
Municipal Government of Quezon,2020-06-23,39960.1
Municipal Government of San Vicente,2020-05-08,39932.25
Municipal Government of Quezon,2020-06-24,39872.05
Municipal Government of Nagcarlan,2020-05-08,39840.0
Department of Labor and Employment Regional Office No. VIII,2020-04-28,39800.0
LGU Tagum City,2020-05-19,39750.0
Department of Agrarian Reform - Camarines Sur II,2020-05-20,39750.0
LGU-NAAWAN,2020-05-05,39690.0
MUNICIPALITY OF BINMALEY,2020-05-06,39615.0
Provincial Government of Batangas,2020-04-28,39600.0
Barangay Poblacion 1B,2020-04-01,39600.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,39600.0
MUNICIPALITY OF MARCOS ILOCOS NORTE,2020-04-27,39585.0
Municipality of Tanay,2020-05-08,39585.0
Department of Labor and Employment Regional Office No. VIII,2020-05-06,39544.0
Southern Philippines Medical Center,2020-04-29,39500.0
Department of Labor and Employment Regional Office No. VIII,2020-05-15,39390.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,39300.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,39291.75
Talisay District Hospital,2020-06-23,39240.8
Department of Labor and Employment Regional Office No. VIII,2020-06-03,39166.8
Department of Trade and Industry - Main,2020-05-08,39160.0
Province of Antique,2020-05-26,39060.0
Civil Service Commission - Regional Office 1,2020-05-13,39050.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,39000.0
City Government of Taguig,2020-06-09,39000.0
BARANGAY BUCAL 3A,2020-03-19,39000.0
Department of Labor and Employment Regional Office No. VIII,2020-04-01,38934.65
LGU- LEMERY,2020-03-16,38920.0
University of the Philippines Los Baños,2020-06-08,38855.95
Talisay District Hospital,2020-05-29,38835.0
Department of Labor and Employment Regional Office No. VIII,2020-05-29,38752.0
Department of Labor and Employment Regional Office No. VIII,2020-04-06,38708.0
Department of Labor and Employment Regional Office No. VIII,2020-05-27,38700.0
